case,hh_size,n_adult,n_child,age,disp_income_week,eq_scale,sex_code,emp_code,eth_code,mar_code,tenure_code,educ_code,region_code,lone_parent,sex_cat,emp_cat,eth_cat,mar_cat,tenure_cat,educ_cat,region_cat
3069,2.0,2.0,0.0,47.0,1630.56,1.5,1.0,1.0,1.0,3.0,5.0,4.0,8.0,2.0,Male,Self-employed,White,Cohabitee,Owned with mortgage,ONC National level/BTEC,South East
3070,2.0,2.0,0.0,61.0,887.06,1.5,1.0,1.0,1.0,1.0,7.0,3.0,5.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,West Midlands
3071,2.0,1.0,1.0,36.0,370.64,1.3,2.0,2.0,1.0,4.0,5.0,4.0,6.0,1.0,Female,Full-time employee,White,Single,Owned with mortgage,ONC National level/BTEC,Eastern
3072,4.0,2.0,2.0,43.0,1325.387,2.1,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,North West and Merseyside
3073,1.0,1.0,0.0,77.0,163.202,1.0,2.0,6.0,1.0,5.0,7.0,,3.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,Yorkshire and the Humber
3074,1.0,1.0,0.0,67.0,181.93,1.0,2.0,6.0,1.0,7.0,2.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Separated,Hsng Assn (furnished unfrnish),,South East
3075,2.0,1.0,1.0,46.0,438.0,1.5,1.0,2.0,4.0,4.0,1.0,5.0,7.0,1.0,Male,Full-time employee,Black or Black British,Single,LA (furnished unfurnished),O-Level or GCSE A-C,London
3076,1.0,1.0,0.0,71.0,174.92,1.0,1.0,6.0,1.0,6.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Owned outright,,South East
3077,4.0,2.0,2.0,43.0,1630.56,2.1,1.0,2.0,1.0,1.0,5.0,1.0,7.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,London
3078,2.0,2.0,0.0,36.0,1434.93,1.5,2.0,2.0,1.0,3.0,5.0,1.0,6.0,2.0,Female,Full-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,Eastern
3079,2.0,2.0,0.0,80.0,354.734,1.5,1.0,6.0,1.0,1.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South East
3080,1.0,1.0,0.0,72.0,465.932,1.0,2.0,6.0,1.0,6.0,7.0,,9.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Owned outright,,South West
3081,4.0,2.0,2.0,38.0,1323.1864,2.1,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,North West and Merseyside
3082,1.0,1.0,0.0,73.0,286.16,1.0,2.0,6.0,1.0,5.0,7.0,,5.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,West Midlands
3083,3.0,3.0,0.0,50.0,649.95,2.0,2.0,2.0,1.0,1.0,2.0,5.0,8.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),O-Level or GCSE A-C,South East
3084,3.0,3.0,0.0,65.0,1630.56,2.0,1.0,3.0,1.0,1.0,7.0,8.0,6.0,2.0,Male,Part-time employee,White,Married and living with your husband/wife,Owned outright,No formal qualifications,Eastern
3085,6.0,3.0,3.0,48.0,1630.56,2.9,2.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,Female,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,North West and Merseyside
3086,1.0,1.0,0.0,60.0,295.192,1.0,1.0,7.0,1.0,4.0,1.0,5.0,12.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Single,LA (furnished unfurnished),O-Level or GCSE A-C,Northern Ireland
3087,4.0,1.0,3.0,40.0,800.91,1.9,2.0,3.0,1.0,6.0,5.0,3.0,8.0,1.0,Female,Part-time employee,White,Divorced,Owned with mortgage,A-Levels/Highers,South East
3088,2.0,1.0,1.0,25.0,166.05,1.3,2.0,7.0,1.0,4.0,2.0,3.0,11.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Single,Hsng Assn (furnished unfrnish),A-Levels/Highers,Scotland
3089,3.0,2.0,1.0,43.0,396.06,2.0,2.0,3.0,1.0,7.0,3.0,5.0,4.0,1.0,Female,Part-time employee,White,Separated,Priv. rented (unfurn),O-Level or GCSE A-C,East Midlands
3090,2.0,2.0,0.0,54.0,450.73,1.5,1.0,3.0,1.0,1.0,7.0,4.0,5.0,2.0,Male,Part-time employee,White,Married and living with your husband/wife,Owned outright,ONC National level/BTEC,West Midlands
3091,1.0,1.0,0.0,58.0,57.69,1.0,1.0,7.0,1.0,6.0,7.0,3.0,11.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Divorced,Owned outright,A-Levels/Highers,Scotland
3092,1.0,1.0,0.0,80.0,210.892,1.0,1.0,6.0,1.0,4.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Single,Owned outright,,South East
3093,2.0,2.0,0.0,64.0,355.56,1.5,1.0,2.0,1.0,1.0,5.0,4.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,ONC National level/BTEC,South East
3094,2.0,2.0,0.0,48.0,1503.5758,1.5,1.0,2.0,1.0,6.0,4.0,2.0,5.0,2.0,Male,Full-time employee,White,Divorced,Priv. rented (furnished),Higher education qualification below degree level,West Midlands
3095,2.0,2.0,0.0,52.0,922.4664,1.5,1.0,2.0,1.0,1.0,5.0,3.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,South East
3096,5.0,2.0,3.0,40.0,376.17,2.6,2.0,7.0,1.0,4.0,1.0,,2.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Single,LA (furnished unfurnished),,North West and Merseyside
3097,2.0,2.0,0.0,80.0,294.062,1.5,1.0,6.0,1.0,5.0,7.0,,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,London
3098,3.0,3.0,0.0,50.0,728.05,2.0,1.0,2.0,1.0,1.0,8.0,2.0,11.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Rent free,Higher education qualification below degree level,Scotland
3099,3.0,1.0,2.0,35.0,306.92,1.6,2.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,Female,Part-time employee,White,Single,Hsng Assn (furnished unfrnish),ONC National level/BTEC,North East
3100,3.0,2.0,1.0,45.0,730.37,1.8,1.0,2.0,1.0,1.0,5.0,7.0,10.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",Wales
3101,1.0,1.0,0.0,56.0,350.0,1.0,2.0,2.0,1.0,4.0,2.0,5.0,9.0,2.0,Female,Full-time employee,White,Single,Hsng Assn (furnished unfrnish),O-Level or GCSE A-C,South West
3102,3.0,3.0,0.0,67.0,779.37,2.0,1.0,6.0,1.0,1.0,7.0,4.0,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,ONC National level/BTEC,London
3103,2.0,2.0,0.0,61.0,1021.22,1.5,1.0,3.0,1.0,1.0,5.0,3.0,5.0,2.0,Male,Part-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,West Midlands
3104,8.0,3.0,5.0,43.0,612.712,3.7,2.0,7.0,2.0,7.0,1.0,,7.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,Mixed race,Separated,LA (furnished unfurnished),,London
3105,4.0,2.0,2.0,39.0,445.31,2.1,2.0,7.0,1.0,1.0,2.0,5.0,9.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),O-Level or GCSE A-C,South West
3106,3.0,2.0,1.0,37.0,1522.32,1.8,1.0,2.0,1.0,1.0,5.0,1.0,7.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,London
3107,1.0,1.0,0.0,27.0,337.37,1.0,2.0,2.0,2.0,4.0,7.0,1.0,4.0,2.0,Female,Full-time employee,Mixed race,Single,Owned outright,Degree or equivalent,East Midlands
3108,2.0,2.0,0.0,52.0,200.0,1.5,1.0,4.0,1.0,1.0,3.0,7.0,3.0,2.0,Male,Unemployed,White,Married and living with your husband/wife,Priv. rented (unfurn),"Other, including foreign qualification below degree level",Yorkshire and the Humber
3109,2.0,2.0,0.0,55.0,585.35,1.5,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Yorkshire and the Humber
3110,3.0,3.0,0.0,64.0,387.62,2.0,1.0,7.0,1.0,1.0,2.0,,5.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),,West Midlands
3111,6.0,2.0,4.0,37.0,267.71,2.7,1.0,7.0,1.0,1.0,7.0,3.0,11.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,Scotland
3112,2.0,2.0,0.0,53.0,1038.4082,1.5,1.0,2.0,1.0,3.0,5.0,5.0,3.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,O-Level or GCSE A-C,Yorkshire and the Humber
3113,2.0,2.0,0.0,39.0,641.41,1.5,2.0,2.0,10.0,4.0,3.0,7.0,7.0,2.0,Female,Full-time employee,Other ethnic group,Single,Priv. rented (unfurn),"Other, including foreign qualification below degree level",London
3114,6.0,4.0,2.0,60.0,1526.24,3.1,1.0,3.0,1.0,1.0,5.0,1.0,11.0,2.0,Male,Part-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Scotland
3115,2.0,2.0,0.0,63.0,482.23,1.5,2.0,3.0,1.0,1.0,7.0,8.0,11.0,2.0,Female,Part-time employee,White,Married and living with your husband/wife,Owned outright,No formal qualifications,Scotland
3116,1.0,1.0,0.0,54.0,259.05,1.0,1.0,1.0,1.0,6.0,7.0,3.0,8.0,2.0,Male,Self-employed,White,Divorced,Owned outright,A-Levels/Highers,South East
3117,4.0,2.0,2.0,42.0,374.63,2.1,2.0,3.0,3.0,6.0,2.0,4.0,5.0,1.0,Female,Part-time employee,Asian or Asian British,Divorced,Hsng Assn (furnished unfrnish),ONC National level/BTEC,West Midlands
3118,2.0,2.0,0.0,61.0,693.6,1.5,1.0,2.0,1.0,1.0,7.0,3.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,South East
3119,3.0,3.0,0.0,70.0,887.314,2.0,1.0,6.0,1.0,1.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South East
3120,5.0,2.0,3.0,42.0,1556.45,2.4,1.0,2.0,1.0,1.0,8.0,1.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Rent free,Degree or equivalent,South East
3121,3.0,2.0,1.0,67.0,577.82,1.8,2.0,6.0,1.0,6.0,7.0,2.0,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Owned outright,Higher education qualification below degree level,South East
3122,2.0,2.0,0.0,63.0,494.382,1.5,2.0,4.0,1.0,1.0,7.0,5.0,2.0,2.0,Female,Unemployed,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,North West and Merseyside
3123,1.0,1.0,0.0,66.0,148.522,1.0,2.0,6.0,1.0,6.0,7.0,5.0,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Owned outright,O-Level or GCSE A-C,North West and Merseyside
3124,2.0,2.0,0.0,55.0,427.42,1.5,1.0,2.0,1.0,1.0,2.0,5.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),O-Level or GCSE A-C,South East
3125,2.0,2.0,0.0,59.0,1199.1,1.5,2.0,2.0,1.0,1.0,7.0,1.0,8.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,South East
3126,1.0,1.0,0.0,76.0,247.832,1.0,1.0,6.0,1.0,6.0,3.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Priv. rented (unfurn),,Eastern
3127,2.0,2.0,0.0,60.0,294.184,1.5,1.0,7.0,1.0,1.0,1.0,,9.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,LA (furnished unfurnished),,South West
3128,4.0,4.0,0.0,80.0,1017.8,2.5,1.0,6.0,1.0,5.0,7.0,,4.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,East Midlands
3129,2.0,2.0,0.0,45.0,634.02,1.5,1.0,2.0,1.0,1.0,5.0,4.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,ONC National level/BTEC,South East
3130,3.0,2.0,1.0,27.0,1094.54,1.8,1.0,2.0,1.0,1.0,5.0,7.0,5.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",West Midlands
3131,2.0,2.0,0.0,66.0,342.054,1.5,1.0,6.0,1.0,1.0,7.0,3.0,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,South East
3132,3.0,3.0,0.0,52.0,1630.56,2.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,North West and Merseyside
3133,2.0,2.0,0.0,80.0,1040.42,1.5,2.0,6.0,1.0,1.0,7.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South East
3134,3.0,1.0,2.0,35.0,220.55,1.6,2.0,7.0,2.0,4.0,2.0,5.0,7.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,Mixed race,Single,Hsng Assn (furnished unfrnish),O-Level or GCSE A-C,London
3135,2.0,2.0,0.0,78.0,341.944,1.5,1.0,6.0,1.0,1.0,1.0,,3.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,LA (furnished unfurnished),,Yorkshire and the Humber
3136,2.0,2.0,0.0,80.0,237.84,1.5,1.0,6.0,1.0,1.0,7.0,,9.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South West
3137,2.0,2.0,0.0,80.0,1081.7688,1.5,2.0,6.0,1.0,5.0,7.0,,1.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,North East
3138,2.0,2.0,0.0,69.0,306.34,1.5,1.0,6.0,1.0,1.0,7.0,,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,North West and Merseyside
3139,6.0,6.0,0.0,54.0,1297.1,3.5,1.0,1.0,1.0,1.0,7.0,2.0,12.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned outright,Higher education qualification below degree level,Northern Ireland
3140,1.0,1.0,0.0,35.0,154.34,1.0,1.0,5.0,1.0,4.0,7.0,1.0,6.0,2.0,Male,Work related Government Training Programmes,White,Single,Owned outright,Degree or equivalent,Eastern
3141,3.0,2.0,1.0,43.0,1315.69,1.8,2.0,2.0,1.0,1.0,5.0,3.0,8.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,South East
3142,2.0,2.0,0.0,58.0,971.8136,1.5,1.0,2.0,1.0,1.0,5.0,5.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,South East
3143,1.0,1.0,0.0,37.0,319.94,1.0,2.0,2.0,1.0,4.0,6.0,5.0,2.0,2.0,Female,Full-time employee,White,Single,Owned by rental purchase,O-Level or GCSE A-C,North West and Merseyside
3144,2.0,1.0,1.0,41.0,356.55,1.3,2.0,7.0,1.0,4.0,3.0,2.0,4.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Single,Priv. rented (unfurn),Higher education qualification below degree level,East Midlands
3145,3.0,3.0,0.0,57.0,590.35,2.0,1.0,1.0,1.0,1.0,5.0,,6.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,,Eastern
3146,1.0,1.0,0.0,78.0,209.332,1.0,2.0,6.0,1.0,5.0,2.0,,12.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Hsng Assn (furnished unfrnish),,Northern Ireland
3147,1.0,1.0,0.0,69.0,276.972,1.0,1.0,6.0,1.0,4.0,2.0,4.0,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Single,Hsng Assn (furnished unfrnish),ONC National level/BTEC,South East
3148,2.0,2.0,0.0,68.0,647.112,1.5,2.0,6.0,1.0,3.0,7.0,1.0,3.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Cohabitee,Owned outright,Degree or equivalent,Yorkshire and the Humber
3149,3.0,2.0,1.0,23.0,150.23,1.8,2.0,3.0,1.0,3.0,1.0,5.0,10.0,2.0,Female,Part-time employee,White,Cohabitee,LA (furnished unfurnished),O-Level or GCSE A-C,Wales
3150,2.0,2.0,0.0,74.0,720.84,1.5,2.0,6.0,1.0,3.0,7.0,,11.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Cohabitee,Owned outright,,Scotland
3151,3.0,1.0,2.0,45.0,490.74,1.8,2.0,2.0,1.0,6.0,5.0,4.0,1.0,1.0,Female,Full-time employee,White,Divorced,Owned with mortgage,ONC National level/BTEC,North East
3152,1.0,1.0,0.0,78.0,233.782,1.0,2.0,6.0,1.0,5.0,7.0,,11.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,Scotland
3153,2.0,2.0,0.0,56.0,593.736,1.5,1.0,7.0,1.0,1.0,7.0,5.0,11.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,Scotland
3154,4.0,3.0,1.0,40.0,266.57,2.3,2.0,3.0,1.0,1.0,2.0,6.0,2.0,2.0,Female,Part-time employee,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),GCSE D-G,North West and Merseyside
3155,1.0,1.0,0.0,75.0,241.15,1.0,2.0,6.0,1.0,4.0,8.0,,3.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Single,Rent free,,Yorkshire and the Humber
3156,2.0,2.0,0.0,65.0,738.534,1.5,1.0,6.0,1.0,1.0,7.0,1.0,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,Eastern
3157,4.0,2.0,2.0,35.0,376.43,2.1,1.0,3.0,3.0,1.0,5.0,5.0,5.0,2.0,Male,Part-time employee,Asian or Asian British,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,West Midlands
3158,3.0,2.0,1.0,43.0,697.81,1.8,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Priv. rented (unfurn),O-Level or GCSE A-C,West Midlands
3159,2.0,2.0,0.0,64.0,1079.72,1.5,1.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,South East
3160,3.0,2.0,1.0,32.0,680.32,1.8,1.0,2.0,1.0,3.0,5.0,7.0,8.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,"Other, including foreign qualification below degree level",South East
3161,2.0,2.0,0.0,80.0,767.434,1.5,1.0,6.0,1.0,1.0,7.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Eastern
3162,2.0,2.0,0.0,80.0,284.924,1.5,1.0,6.0,1.0,1.0,7.0,,5.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,West Midlands
3163,5.0,2.0,3.0,45.0,508.8,2.8,1.0,2.0,1.0,4.0,5.0,2.0,5.0,1.0,Male,Full-time employee,White,Single,Owned with mortgage,Higher education qualification below degree level,West Midlands
3164,4.0,3.0,1.0,48.0,483.49,2.3,1.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,North East
3165,3.0,3.0,0.0,54.0,277.16,2.0,1.0,1.0,1.0,1.0,7.0,4.0,9.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned outright,ONC National level/BTEC,South West
3166,3.0,2.0,1.0,59.0,801.3,1.8,1.0,1.0,1.0,1.0,5.0,2.0,8.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,South East
3167,2.0,2.0,0.0,80.0,339.264,1.5,1.0,6.0,1.0,1.0,7.0,,5.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,West Midlands
3168,1.0,1.0,0.0,80.0,244.632,1.0,1.0,6.0,1.0,5.0,2.0,,1.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Hsng Assn (furnished unfrnish),,North East
3169,1.0,1.0,0.0,49.0,279.0,1.0,1.0,2.0,1.0,7.0,2.0,,2.0,2.0,Male,Full-time employee,White,Separated,Hsng Assn (furnished unfrnish),,North West and Merseyside
3170,1.0,1.0,0.0,77.0,276.052,1.0,1.0,6.0,1.0,4.0,1.0,,11.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Single,LA (furnished unfurnished),,Scotland
3171,3.0,3.0,0.0,59.0,1630.56,2.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,North West and Merseyside
3172,4.0,2.0,2.0,44.0,288.31,2.1,2.0,7.0,4.0,4.0,3.0,7.0,5.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,Black or Black British,Single,Priv. rented (unfurn),"Other, including foreign qualification below degree level",West Midlands
3173,3.0,3.0,0.0,52.0,1288.51,2.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,East Midlands
3174,1.0,1.0,0.0,69.0,181.362,1.0,1.0,6.0,1.0,6.0,2.0,2.0,3.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Hsng Assn (furnished unfrnish),Higher education qualification below degree level,Yorkshire and the Humber
3175,1.0,1.0,0.0,80.0,187.902,1.0,1.0,6.0,1.0,5.0,1.0,,1.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,LA (furnished unfurnished),,North East
3176,1.0,1.0,0.0,79.0,212.042,1.0,2.0,6.0,1.0,5.0,1.0,,12.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,LA (furnished unfurnished),,Northern Ireland
3177,2.0,1.0,1.0,26.0,286.34,1.3,2.0,3.0,1.0,4.0,3.0,5.0,5.0,1.0,Female,Part-time employee,White,Single,Priv. rented (unfurn),O-Level or GCSE A-C,West Midlands
